"","eventid","iyear","imonth","iday","nkill","nwound","country_txt","gname","gsubname","gname2","gsubname2"
"811",201204190014,2012,4,19,2,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"812",201204190015,2012,4,19,1,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"813",201204190017,2012,4,19,3,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"814",201204190018,2012,4,19,1,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"815",201204190019,2012,4,19,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"816",201204190020,2012,4,19,2,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"817",201204190021,2012,4,19,6,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"818",201204190022,2012,4,19,1,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"819",201204190023,2012,4,19,2,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"820",201204190024,2012,4,19,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"821",201204190025,2012,4,19,3,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"822",201204190026,2012,4,19,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"823",201204190027,2012,4,19,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"824",201204190028,2012,4,19,6,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"825",201204190029,2012,4,19,1,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"826",201204190030,2012,4,19,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"827",201204190031,2012,4,19,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"828",201204190032,2012,4,19,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"829",201204190033,2012,4,19,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"830",201204190034,2012,4,19,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"831",201204190035,2012,4,19,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"832",201204190036,2012,4,19,0,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"833",201204190037,2012,4,19,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"834",201204190038,2012,4,19,1,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"835",201204190039,2012,4,19,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"836",201204190040,2012,4,19,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"837",201204190041,2012,4,19,2,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"838",201204190042,2012,4,19,2,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"839",201204190043,2012,4,19,2,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"840",201204190046,2012,4,19,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"841",201204190047,2012,4,19,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"842",201204190048,2012,4,19,0,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"843",201204210003,2012,4,21,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"844",201204210009,2012,4,21,8,13,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"845",201204210010,2012,4,21,2,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"846",201204220016,2012,4,22,6,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"847",201204260003,2012,4,26,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"848",201204260027,2012,4,26,1,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"849",201204280003,2012,4,28,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"850",201204300016,2012,4,30,15,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"851",201205010012,2012,5,1,2,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"852",201205020040,2012,5,2,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"853",201205020042,2012,5,2,4,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"854",201205050008,2012,5,5,1,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"855",201205050011,2012,5,5,0,10,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"856",201205070004,2012,5,7,0,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"857",201205070010,2012,5,7,20,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"858",201205080012,2012,5,8,0,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"859",201205080013,2012,5,8,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"860",201205080014,2012,5,8,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"861",201205080016,2012,5,8,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"862",201205090006,2012,5,9,6,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"863",201205090009,2012,5,9,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"864",201205120008,2012,5,12,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"865",201205120011,2012,5,12,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"866",201205130011,2012,5,13,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"867",201205140030,2012,5,13,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"868",201205150019,2012,5,15,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"869",201205190010,2012,5,19,0,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"870",201205200009,2012,5,20,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"871",201205210002,2012,5,21,97,300,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"872",201205250005,2012,5,25,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia/Company of Um al-Mu'minin [Mother of the Believers] A'isha",NA,NA
"873",201205250011,2012,5,25,15,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"874",201205250015,2012,5,25,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"875",201205290029,2012,5,29,6,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"876",201205300007,2012,5,30,25,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"877",201205300010,2012,5,30,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"878",201206020016,2012,6,2,5,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"879",201206040004,2012,6,4,26,65,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"880",201206040009,2012,6,4,6,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"881",201206040010,2012,6,4,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"882",201206050009,2012,6,5,4,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"883",201206060021,2012,6,6,2,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"884",201206060022,2012,6,6,4,10,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"885",201206060025,2012,6,6,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"886",201206070007,2012,6,7,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"887",201206080017,2012,6,8,11,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"888",201206110028,2012,6,8,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"889",201206130005,2012,6,14,9,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"890",201206130006,2012,6,13,20,38,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"891",201206130007,2012,6,13,9,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"892",201206130008,2012,6,13,7,20,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"893",201206130009,2012,6,13,7,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"894",201206130010,2012,6,13,1,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"895",201206130011,2012,6,13,3,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"896",201206130012,2012,6,13,0,14,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"897",201206130013,2012,6,13,1,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"898",201206130014,2012,6,13,1,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"899",201206130015,2012,6,13,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"900",201206130016,2012,6,13,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"901",201206130017,2012,6,13,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"902",201206130018,2012,6,13,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"903",201206130019,2012,6,13,3,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"904",201206130020,2012,6,13,2,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"905",201206130021,2012,6,13,2,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"906",201206130022,2012,6,13,2,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"907",201206130023,2012,6,13,2,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"908",201206130024,2012,6,13,1,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"909",201206130025,2012,6,13,3,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"910",201206130026,2012,6,13,0,37,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"911",201206130027,2012,6,13,NA,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"912",201206130028,2012,6,13,1,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"913",201206130029,2012,6,13,0,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"914",201206130030,2012,6,13,5,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"915",201206130031,2012,6,13,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"916",201206130032,2012,6,13,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"917",201206130038,2012,6,13,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"918",201206140005,2012,6,14,15,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"919",201206160004,2012,6,16,18,36,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"920",201206160005,2012,6,16,14,32,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"921",201206170006,2012,6,17,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"922",201206180001,2012,6,18,16,40,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"923",201206180015,2012,6,18,4,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"924",201206190013,2012,6,19,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"925",201206280017,2012,6,28,3,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"926",201206280027,2012,6,28,6,51,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"927",201206290019,2012,6,29,4,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"928",201207010007,2012,7,1,1,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"929",201207010015,2012,7,1,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"930",201207020023,2012,7,2,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"931",201207030001,2012,7,3,25,40,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"932",201207040025,2012,7,4,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"933",201207110001,2012,7,11,11,20,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"934",201207150004,2012,7,15,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"935",201207160009,2012,7,16,4,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"936",201207160010,2012,7,16,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"937",201207180008,2012,7,18,1,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"938",201207190013,2012,7,19,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"939",201207190022,2012,7,19,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"940",201207220028,2012,7,22,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"941",201207230005,2012,7,23,15,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"942",201207230006,2012,7,23,11,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"943",201207230007,2012,7,23,12,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"944",201207230008,2012,7,23,10,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"945",201207230009,2012,7,23,10,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"946",201207230010,2012,7,23,3,31,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"947",201207230011,2012,7,23,12,22,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"948",201207230012,2012,7,23,1,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"949",201207230013,2012,7,23,0,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"950",201207230014,2012,7,23,0,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"951",201207230015,2012,7,23,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"952",201207230017,2012,7,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"953",201207230018,2012,7,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"954",201207230021,2012,7,23,5,20,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"955",201207230022,2012,7,23,3,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"956",201207230023,2012,7,23,2,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"957",201207230024,2012,7,23,1,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"958",201207230025,2012,7,23,1,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"959",201207230026,2012,7,23,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"960",201207230027,2012,7,23,3,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"961",201207230028,2012,7,23,1,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"962",201207230029,2012,7,23,3,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"963",201207230030,2012,7,23,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"964",201207230031,2012,7,23,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"965",201207230032,2012,7,23,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"966",201207230033,2012,7,23,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"967",201207230034,2012,7,23,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"968",201207230035,2012,7,23,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"969",201207230036,2012,7,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"970",201207230037,2012,7,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"971",201207230038,2012,7,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"972",201207230039,2012,7,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"973",201207230040,2012,7,23,4,32,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"974",201207230041,2012,7,23,2,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"975",201207230042,2012,7,23,2,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"976",201207230043,2012,7,23,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"977",201207230044,2012,7,23,0,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"978",201207230045,2012,7,23,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"979",201207230046,2012,7,23,0,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"980",201207230047,2012,7,23,2,24,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"981",201207230048,2012,7,23,NA,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"982",201207250010,2012,7,25,2,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"983",201207250018,2012,7,25,5,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"984",201207260022,2012,7,26,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"985",201207270020,2012,7,27,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"986",201207300011,2012,7,30,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"987",201207310002,2012,7,31,11,13,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"988",201207310003,2012,7,31,10,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"989",201207310006,2012,7,31,NA,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"990",201208010018,2012,8,1,4,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"991",201208010026,2012,8,1,1,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"992",201208030007,2012,8,3,4,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"993",201208040002,2012,8,4,46,40,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"994",201208050025,2012,8,5,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"995",201208080010,2012,8,8,1,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"996",201208080024,2012,8,8,8,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"997",201208090003,2012,8,9,2,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"998",201208100015,2012,8,10,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"999",201208110005,2012,8,11,6,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1000",201208120010,2012,8,12,8,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1001",201208120011,2012,8,12,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1002",201208150003,2012,8,15,3,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1003",201208150033,2012,8,15,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1004",201208150051,2012,8,15,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1005",201208160002,2012,8,16,6,32,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1006",201208160005,2012,8,16,3,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1007",201208160006,2012,8,16,3,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1008",201208160007,2012,8,16,14,28,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1009",201208160008,2012,8,16,13,28,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1010",201208160009,2012,8,16,16,49,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1011",201208160010,2012,8,16,10,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1012",201208160011,2012,8,16,7,25,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1013",201208160012,2012,8,16,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1014",201208160013,2012,8,16,1,15,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1015",201208160014,2012,8,16,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1016",201208160015,2012,8,16,4,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1017",201208160016,2012,8,16,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1018",201208160045,2012,8,16,4,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1019",201208170016,2012,8,17,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1020",201208180004,2012,8,18,14,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1021",201208190002,2012,8,19,2,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1022",201208210002,2012,8,21,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1023",201208210009,2012,8,21,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1024",201208210010,2012,8,21,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1025",201208220018,2012,8,22,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1026",201208300004,2012,8,30,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1027",201209050036,2012,9,5,2,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1028",201209080004,2012,9,8,6,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1029",201209080005,2012,9,8,5,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1030",201209080006,2012,9,8,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1031",201209080007,2012,9,8,0,15,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1032",201209080008,2012,9,8,0,15,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1033",201209080009,2012,9,8,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1034",201209080010,2012,9,8,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1035",201209090002,2012,9,9,14,60,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1036",201209090003,2012,9,9,13,32,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1037",201209090004,2012,9,9,5,38,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1038",201209090005,2012,9,9,4,13,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1039",201209090006,2012,9,9,3,14,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1040",201209090007,2012,9,9,7,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1041",201209090008,2012,9,9,9,30,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1042",201209090009,2012,9,9,3,43,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1043",201209090010,2012,9,9,7,40,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1044",201209090011,2012,9,9,0,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1045",201209090012,2012,9,9,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1046",201209090013,2012,9,9,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1047",201209090014,2012,9,9,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1048",201209090015,2012,9,9,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1049",201209090016,2012,9,9,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1050",201209090017,2012,9,9,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1051",201209090018,2012,9,9,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1052",201209090019,2012,9,9,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1053",201209090020,2012,9,9,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1054",201209090021,2012,9,9,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1055",201209090022,2012,9,9,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1056",201209090023,2012,9,9,2,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1057",201209090024,2012,9,9,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1058",201209090025,2012,9,9,3,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1059",201209090026,2012,9,9,2,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1060",201209090027,2012,9,9,2,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1061",201209090028,2012,9,9,2,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1062",201209090029,2012,9,9,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1063",201209090031,2012,9,9,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1064",201209090032,2012,9,9,5,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1065",201209090033,2012,9,9,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1066",201209090034,2012,9,9,0,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1067",201209090035,2012,9,9,2,20,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1068",201209090048,2012,9,9,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1069",201209090049,2012,9,9,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1070",201209090050,2012,9,9,2,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"1071",201209110004,2012,9,11,12,12,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"1072",201209110022,2012,9,11,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1073",201209120005,2012,9,12,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1074",201209140013,2012,9,14,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1075",201209160024,2012,9,16,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1076",201209160025,2012,9,16,1,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1077",201209180021,2012,9,18,2,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1078",201209220001,2012,9,22,1,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"1079",201209240005,2012,9,24,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
