"","eventid","iyear","imonth","iday","nkill","nwound","country_txt","gname","gsubname","gname2","gsubname2"
"557",201103110006,2011,3,11,4,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"558",201103270011,2011,3,27,6,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"559",201103280011,2011,3,28,110,45,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"560",201103290015,2011,3,29,68,95,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"561",201104080017,2011,4,8,2,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"562",201104150001,2011,4,15,14,12,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"563",201104220003,2011,4,22,1,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"564",201104280001,2011,4,28,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"565",201104280002,2011,4,28,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"566",201104280004,2011,4,28,17,24,"Morocco","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"567",201105010008,2011,5,1,3,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"568",201105060018,2011,5,6,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"569",201105130005,2011,5,13,4,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"570",201105140008,2011,5,14,6,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"571",201105150013,2011,5,15,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"572",201105150014,2011,5,15,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"573",201105150024,2011,5,15,0,0,"Tunisia","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"574",201105160013,2011,5,16,3,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"575",201105180008,2011,5,18,4,0,"Tunisia","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"576",201106010033,2011,6,1,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"577",201106030020,2011,6,3,7,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,"Muslim Brotherhood",NA
"578",201106050020,2011,6,5,10,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"579",201106050021,2011,6,5,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"580",201106060001,2011,6,6,15,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"581",201106120003,2011,6,12,2,6,"Niger","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"582",201106130016,2011,6,13,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"583",201106150004,2011,6,15,3,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"584",201106280003,2011,6,28,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"585",201106290012,2011,6,29,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"586",201107020007,2011,7,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"587",201107040008,2011,7,4,19,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"588",201107040023,2011,7,4,2,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"589",201107050001,2011,7,5,0,4,"Mauritania","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"590",201107060013,2011,7,6,10,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"591",201107060014,2011,7,6,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"592",201107140009,2011,7,14,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"593",201107160006,2011,7,16,NA,NA,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"594",201107200006,2011,7,20,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"595",201107240007,2011,7,24,6,25,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"596",201107260003,2011,7,26,12,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"597",201108130011,2011,8,13,1,0,"Pakistan","Al-Qaida",NA,NA,NA
"598",201108140012,2011,8,14,14,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"599",201108160012,2011,8,16,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"600",201108170007,2011,8,17,2,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"601",201108170008,2011,8,17,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"602",201108210008,2011,8,21,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"603",201108210009,2011,8,21,10,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"604",201108230005,2011,8,23,14,28,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"605",201108240011,2011,8,24,0,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"606",201108270008,2011,8,27,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"607",201108270011,2011,8,27,8,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"608",201108290003,2011,8,29,36,68,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"609",201108310002,2011,8,31,18,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"610",201109060008,2011,9,6,10,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"611",201109060009,2011,9,6,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"612",201109110004,2011,9,11,2,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"613",201109110005,2011,9,11,6,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"614",201109110006,2011,9,11,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"615",201109140009,2011,9,14,5,41,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"616",201109170003,2011,9,17,1,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"617",201109240003,2011,9,24,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"618",201109250004,2011,9,25,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"619",201109250010,2011,9,25,3,29,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"620",201109250011,2011,9,25,3,28,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"621",201109250012,2011,9,25,3,28,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"622",201109270012,2011,9,27,4,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"623",201109270013,2011,9,27,1,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"624",201110010001,2011,10,1,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"625",201110030002,2011,10,3,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"626",201110110010,2011,10,11,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"627",201110110012,2011,10,11,0,4,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"628",201110150010,2011,10,15,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"629",201110280005,2011,10,28,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"630",201111030057,2011,11,3,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"631",201111090033,2011,11,10,2,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"632",201111110004,2011,11,11,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"633",201111110021,2011,11,11,0,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"634",201111160043,2011,11,16,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"635",201111190023,2011,11,19,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"636",201111210004,2011,11,20,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"637",201111210036,2011,11,21,2,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"638",201111240026,2011,11,24,1,0,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"639",201111250020,2011,11,25,1,0,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"640",201111290044,2011,11,29,5,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"641",201111300021,2011,11,30,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"642",201112030011,2011,12,2,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"643",201112040008,2011,12,4,5,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"644",201112040042,2011,12,4,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"645",201112070041,2011,12,7,10,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"646",201112090008,2011,12,9,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"647",201112160002,2011,12,16,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"648",201112220001,2011,12,22,2,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"649",201112220003,2011,12,22,3,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"650",201112220004,2011,12,22,5,14,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"651",201112220009,2011,12,22,7,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"652",201112220010,2011,12,22,18,44,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"653",201112220011,2011,12,22,1,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"654",201112220012,2011,12,22,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"655",201112220013,2011,12,22,0,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"656",201112220014,2011,12,22,3,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"657",201112220015,2011,12,22,4,14,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"658",201112220020,2011,12,22,2,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"659",201112220021,2011,12,22,5,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"660",201112220033,2011,12,22,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"661",201112220042,2011,12,22,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"662",201112230011,2011,12,23,23,83,"Syria","Al-Qaida in Iraq",NA,NA,NA
"663",201112230021,2011,12,23,23,83,"Syria","Al-Qaida in Iraq",NA,NA,NA
"664",201112310005,2011,12,31,5,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"665",201201050028,2012,1,5,0,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"666",201201110011,2012,1,11,1,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"667",201201150008,2012,1,15,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"668",201201160020,2012,1,16,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"669",201201180025,2012,1,18,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"670",201201200012,2012,1,20,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"671",201201230005,2012,1,23,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"672",201201240021,2012,1,24,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"673",201201260012,2012,1,26,1,0,"Nigeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,"Boko Haram",NA
"674",201201270019,2012,1,27,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"675",201201280024,2012,1,28,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"676",201202010031,2012,2,1,3,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"677",201202070028,2012,2,7,2,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"678",201202110023,2012,2,11,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"679",201202140013,2012,2,14,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"680",201202140020,2012,2,14,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"681",201202150010,2012,2,15,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar Al-Sharia",NA,NA
"682",201202150014,2012,2,15,1,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"683",201202160014,2012,2,16,0,11,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"684",201202190004,2012,2,19,16,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"685",201202190011,2012,2,19,4,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"686",201202230001,2012,2,23,1,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"687",201202230002,2012,2,23,6,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"688",201202230003,2012,2,23,2,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"689",201202230004,2012,2,23,6,15,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"690",201202230005,2012,2,23,7,32,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"691",201202230006,2012,2,23,3,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"692",201202230007,2012,2,23,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"693",201202230008,2012,2,23,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"694",201202230009,2012,2,23,2,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"695",201202230010,2012,2,23,3,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"696",201202230011,2012,2,23,3,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"697",201202230012,2012,2,23,1,60,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"698",201202230013,2012,2,23,0,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"699",201202230014,2012,2,23,0,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"700",201202230015,2012,2,23,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"701",201202230016,2012,2,23,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"702",201202230017,2012,2,23,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"703",201202230018,2012,2,23,2,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"704",201202230019,2012,2,23,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"705",201202230021,2012,2,23,2,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"706",201202230022,2012,2,23,1,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"707",201202230023,2012,2,23,1,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"708",201202230025,2012,2,23,2,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"709",201202230027,2012,2,23,0,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"710",201202230028,2012,2,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"711",201202230029,2012,2,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"712",201202230030,2012,2,23,0,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"713",201202230045,2012,2,23,0,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"714",201202230046,2012,2,23,0,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"715",201202230049,2012,2,23,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"716",201202230050,2012,2,23,2,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"717",201202230054,2012,2,23,2,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"718",201202250002,2012,2,25,31,50,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"719",201202290014,2012,2,29,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"720",201203010031,2012,2,29,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"721",201203010032,2012,3,1,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"722",201203030010,2012,3,3,3,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"723",201203030028,2012,3,3,1,10,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"724",201203030029,2012,3,3,0,10,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"725",201203040008,2012,3,4,210,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"726",201203040009,2012,3,4,22,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"727",201203040010,2012,3,4,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"728",201203040022,2012,3,3,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"729",201203040024,2012,3,4,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"730",201203050001,2012,3,5,2,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"731",201203050002,2012,3,5,14,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"732",201203050003,2012,3,5,2,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"733",201203050004,2012,3,5,14,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"734",201203050020,2012,3,5,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"735",201203050024,2012,3,5,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"736",201203050025,2012,3,5,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"737",201203060024,2012,3,6,1,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"738",201203070001,2012,3,7,7,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"739",201203070002,2012,3,7,8,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"740",201203080011,2012,3,8,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"741",201203090009,2012,3,9,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"742",201203100014,2012,3,10,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"743",201203110008,2012,3,11,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"744",201203130014,2012,3,13,7,7,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"745",201203130033,2012,3,13,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"746",201203140009,2012,3,14,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"747",201203140010,2012,3,14,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"748",201203140016,2012,3,14,1,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"749",201203160015,2012,3,16,0,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"750",201203170031,2012,3,17,0,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"751",201203180004,2012,3,18,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"752",201203190007,2012,3,19,1,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"753",201203200001,2012,3,20,3,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"754",201203200002,2012,3,20,7,24,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"755",201203200003,2012,3,20,7,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"756",201203200004,2012,3,20,6,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"757",201203200005,2012,3,20,3,31,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"758",201203200006,2012,3,20,3,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"759",201203200008,2012,3,20,2,27,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"760",201203200009,2012,3,20,0,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"761",201203200010,2012,3,20,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"762",201203200011,2012,3,20,6,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"763",201203200012,2012,3,20,0,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"764",201203200013,2012,3,20,6,28,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"765",201203200014,2012,3,20,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"766",201203200017,2012,3,20,0,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"767",201203200018,2012,3,20,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"768",201203200019,2012,3,20,6,24,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"769",201203200020,2012,3,20,3,12,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"770",201203220010,2012,3,21,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"771",201203220019,2012,3,22,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"772",201203240012,2012,3,24,1,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"773",201203280005,2012,3,28,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"774",201203300002,2012,3,30,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"775",201203300006,2012,3,30,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"776",201203300013,2012,3,30,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"777",201203310008,2012,3,31,29,13,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"778",201203310009,2012,3,31,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"779",201203310022,2012,3,31,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"780",201203310023,2012,3,31,3,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"781",201204010001,2012,4,1,7,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"782",201204020026,2012,4,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"783",201204030002,2012,4,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"784",201204060013,2012,4,6,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"785",201204060014,2012,4,6,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"786",201204080010,2012,4,8,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"787",201204090023,2012,4,9,57,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"788",201204100001,2012,4,10,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"789",201204100014,2012,4,10,8,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)","Ansar al-Sharia",NA,NA
"790",201204110022,2012,4,11,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"791",201204120023,2012,4,12,3,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"792",201204120024,2012,4,12,8,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"793",201204140004,2012,4,14,12,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"794",201204150001,2012,4,15,NA,NA,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"795",201204150002,2012,4,15,3,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"796",201204150041,2012,4,15,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"797",201204150042,2012,4,15,8,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"798",201204170003,2012,4,17,6,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"799",201204180067,2012,4,18,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"800",201204190002,2012,4,19,2,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"801",201204190003,2012,4,19,2,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"802",201204190004,2012,4,19,2,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"803",201204190005,2012,4,19,2,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"804",201204190006,2012,4,19,2,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"805",201204190007,2012,4,19,4,23,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"806",201204190008,2012,4,19,5,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"807",201204190010,2012,4,19,2,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"808",201204190011,2012,4,19,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"809",201204190012,2012,4,19,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"810",201204190013,2012,4,19,3,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
